<<<<<<< HEAD
,Teks,label
1036,selamat sore pak besok kami bisa ke kantor jam brp pak,
1037,selamat sore teh ini dg nama lg nyari kosan perbulan apakah ada yg kosong teh disana terima kasih,
1038,selamat tcash tap anda telah aktif dengan sn tgl info ,
1039,selamat ulang tahun semoga panjang umur dan sehat selalu,
1040,selamat utk teman yg wisuda semoga berkah ilmunya dan dilancarkan urusan kedepannya sukses terus buat kt semua ,
1041,selamat nama semoga selalu menempuh hidup yang bahagia dan selalu menyenangkan,
1042,selamatkan diri kalian guys karna lulus bareng hanyalah kata hiburan semata,
1043,selamatkan diri kalian guys karna nikah bareng hanyalah kebaperan sesaat naonaridyah,
1044,selisihnya brp sesuai janji saya sbelumhya bagi yg nilainya diperbatasan saya akan cek kehadiran tapi kalau jauh ya gak bisa nanti gak ada habisnya turun terus,
1045,semangat yang ibu gita ibu putri dan bapak adison esok hari semoga diberikan yang terbaik aamiin,
1046,semangat aku jg nanti bunganya aku titipin ya eh mau bunga atau makanan wid,
1047,semau maunya kita ama orang gak bakal jadi kalau gak jodoh segeleh gelehnya pasti bakal nikah kalopun jodoh,
1048,semoga allah bersama kita semua,
1049,semoga cepat sembuh pak,
1050,semua udah masuk kok cuma database sindo memang nggak real time,
1051,senin mah pelepasan doang kan aku brngktnya selasa apa egi senin berangktnya ,
1052,sep aku udh pull tp kenapa direpository git ga msk ke aku ya,
1053,sepupu ane baru masuk kuliah,
1054,setting ponsel akan segera dikirimkan masukkan pin jika diminta terimakasih,
1055,setting telah dikirimkan ke ponsel anda ikuti petunjuk yang diberikan untuk menyelesaikan setting internet dan kirim fotmms,
1056,silahkan berkas dambil di ruang saya,
1057,silahkan klo pd mau besok gpp saya nyusul aja paling laporan ke bapaknya udh ngehubungin bapak jg,
1058,silahkan tebak umurnya~,
1059,soal ada multiple choice ada essay yg weka masuk ke essay tapi ada juga file yang dikumpulkan,
1060,soalnya aku pernah ujug dtng terus bapak nya bilang kalau mau bimbingan bls wa ya biar saya bisa estimasi waktu gitu,
1061,soalnya bapa mau liat database secara keseluruhan,
1062,soalnya ini fitutnya lebih lengkap,
1063,soalnya yang aku udah ditambahin,
1064,sok saya bebas gmna kalian bsok hayu jumat oke,
1065,struktur data pla skripsi dan sidang,
1066,subuh jg abis maghrib itu teh ahaha,
1067,sudah pak di email saya cantumkan direct link juga diemail kalo misalkan file google drive tidak bisa di download,
1068,sundae min sirup kiwi pake cochochips ,
1069,supaya kita bisa mulai cepat tolong posisi duduknya diatur dari awal diberi jarak satu kolom kosong selang seling,
1070,tadi udah bertemu beliau pa kata beliau pengujiannya bisanga besok pa,
1071,tapi daging kurban mentahnya udah ga ada ,
1072,tapi kuliahnya sekarang sp sebenarnya tidak boleh untuk kuliah yg ada praktikum,
1073,tapi masukin aja dulu soalnya aku data pasien dari sana,
1074,taqoballahu minna waminkum selamatmenyambutkemenangan,
1075,teh jadi mau ketemuan ,
1076,teh maaf kalau teteh sibuk gpp nanti bayar besok aja pas pengiriman ,
1077,temen yg lain bisa juga ya di undang ke grup ini,
1078,terima kasih atas konfirmasinya orderan sedang kami proses,
1079,terimakasih telah melakukan pengisian ulang dgn sn senilai ,
1080,terimakasih saat ini anda masih terdaftar sebagai pelanggan tcash,
1081,terimakasih paket mb anda telah aktif cek bonus katalog poin lengkap tselmetelkomselpoin s k berlaku,
1082,terlepas dr pelaku nya ambil dr sisi guru nya menarik bgt,
1083,ternyata formatnya banyak berantakan dari odp ke google sheet saya sdg rapikan sambil buat soal besok subuh harap cek lagi ya,
1084,tersrrah aja pagi juga nggak pa,
1085,terus kalau ada yang nanya kita masuknya suka pagi sampai siang kadang juga siang sampai sore gimana dari sananha,
1086,tes toefl di balai bisa weekend ga,
1087,tiga kali juga dil april juli sama okt,
1088,nama udah diperpus nama yuk kesini tika tugu diperpus ya,
1089,nama kalau kelompok sistem pembelajaran bhs jepang itu siapa ajaa,
1090,nama kemaren kamera dan handycam waktu msceis pake kamera siapa aj,
1091,topup pulsa rp berhasil via transfer atm bni kode trx pulsa anda saat ini rp terima kasih telah menggunakan indosat ooredoo,
1092,tp aku gak tertarik gt sih diperusahaan itu org it nya baru satu ,
1093,tp aku masih lucu ngebayangin kalian pacaran teh hahahaha,
1094,tp baru tau teori doang sih da blm ngerasain yg rumit,
1095,tp belum pasti ya kalau ada temen mah mau soalnya ga ada halangan untuk hdr kyknya hihi,
1096,tp berapa lama lagi ya pak,
1097,tp klo jd mmber mh bsa lbh murah dil,
1098,travelokacom your e ticket summary xpress xn pdg bdodzzzz total passengers,
1099,tunggu aja dulu di lobi bawah kalo saya belum datang ya,
1100,udah aa aa semua sih makan mah sama cewek lupa ih mukanya dy aku gak bisa nginget wajah hahaha,
1101,udah di benerin kamu jangan sync dulu backup filenya baru sync terus push dengan file kamu,
1102,udah di beresin tp lampu depannya ada yg mati kl gasalah,
1103,udah lama ga bimbingan ,
1104,udh teh kata bapa bsk kekantor cuman blm dbls lg jamber jd blm pasti jg,
1105,nama ntar bilang aja ke kaka kamu pas instal ulang gagal ngeformat c nya ada error tpi semua data di c nya udah keformat pas mau nyoba instal windows nya muncul error yg sama error code x kemungkinan ada yg rusak di harddisk nya,
1106,untuk ayam bakar atau rica rica brp pak,
1107,untuk dwm soal klasifikasi algoritma yang menjadi dasar adalah random forest dengan akurasi model kira setelah menggunakan data test data yg saya berikan kemarin di uas untuk diprediksi akurasi yg didapat adalah jika mhs mendapat akurasi dia akan mendapat nilai maksimal point akurasi tertinggi diperoleh oleh nama,
1108,untuk yg kontrak game prog dan juga dwm kita jadwalkan untuk ikut gemastik ini kompetisi terbesar antar prodi ilkomif dan kita punya peluang besar untuk bidang ini,
1109,urang mah kayanya dah jumatan tapi jam an mau ke pa lala dulu bentar,
1110,usul anak sospol dan yg berminat turun deh pelajari ttg ini,
1111,waaah keren kang,
1112,waalaikumsalam jumat ya pukul ,
1113,waalaikumsalamin apa yg dpt saya bantu min,
1114,wah iya dyhaha sabar bgt anaknya teh jd we aku yg gtau diri ngomong seenaknya ,
1115,wah mantapok btw nge cc perihal sponsor jg ya osnnya semoga yg terbaik utk kemakom,
1116,wah repot kalo asumsinya gitu kadang ada yg ganti kelompok biasakan setiap dokumen itu ada nama klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau gak ada nama satupun,
1117,waktu itu malas sep hihi dilihat jd lebih rapih aja ,
1118,wid jgn plg sebelum ketemu aku aku brgkt jam hehe,
1119,wihh nyimper kopernya dmn motor gigi kan,
1120,wisudaan kan hari jumat,
1121,wkwk tumben kar biasanya masing punya sendiri kar sampe yg sewarna ada ,
1122,wooh ada yg mau nikah lagi udah lulus langsung diiket,
1123,ya ampuun pak jendral wk,
1124,ya masuk aja belum ada tugasquiz kok cuma perlu ngejar dikit materinya sekarang sudah sampai location aware app pertemuan berikutnya masuk ke sensor,
1125,ya nggk jd masalh toh model bisa diload dicontroler mana aja kan,
1126,yah saya dikostan temen dil hihi,
1127,yahh masih lama ya urgent ini wkwk,
1128,yang ada waktu luang besok pada futsal ya jam di sampoerna s jangan ngaret,
1129,yang sinonim bukan,
1130,yaudah gausah babakaran atuh yg pake kompor aja lagian ribet kan nyalain arengnya,
1131,yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja cari temen yang punya case nya entar datanya copy in paling maneh ngerjain di luar dulu aja ga di laptop itu,
1132,yaudah minta data dummy untuk diagnosa pasien dong,
1133,yg butuh kosan perbulan bisa langsung ditempatin lokasi di gang samping gokana setiabudi khusus cewe jam bebas bersih fasilitas kasur sama lemari kunci pegang masing harga bulan bisa hub id line titaniadbl,
1134,yg dian ge waktu itu yudisium akhirnya sore ga dibarengin sama nondik sampe jam kurang keluar yudisium teh,
1135,yg mau ngampus aku pengen titip bawain skl aku di prodi ,
1136,yg ragu sm buletdatar atau yg pgn ikutan debat kusir v,
1137,yg sebelah warteg bahri apa sebrangnya yg ,
1138,yooo sama oke nanti aku umumin di grup kelas,
1139, sebelumnya ga ad nulis kerudung kirain warna jins,
1140,mba mau kirim ya,
1141,nama beaok bwrangkat pagimau cas atay tranfer,
1142,no bri atas nama kamu mana,
=======
0,promo beli paket flash mulai gb di my telkomsel app dpt extra kuota gb g lte dan extra nelpon hingga mnthr buruan cek di tselmemytsel s k
1, gb hari hanya rp ribu spesial buat anda yang terpilih aktifkan sekarang juga di promo sd nov buruan aktifkan sekarang s k
2, plg yth sisa kuota flash anda kb download mytelkomsel apps di httptselmetsel utk cek kuota beli paket flash atau hub 
3, plg yth sisa kuota flash anda kb download mytelkomsel apps di httptselmetsel utk cek kuota beli paket flash atau hub 
4,gb hari hanya rp ribu spesial buat anda yang terpilih aktifkan sekarang juga di buruan skb
5, hari lagi ekstra pulsa rb dg beli paket internet bulanan di mytelkomsel utk pembelian pertama sjk aug sept cek detail promo di tselmemytsel
6,ada iring dgn tarif rp hr perpanjangan rp hr dari hits armada pencuri hati tekan lalu okcall info 
7,akhir bulan harus tetap eksis loh internetan pake volume ultima mbhr hrga mulai rp rb di tarif lokasi cek di tselmefl
8,aktifkan iring coboy jr terhebat tekan info ada hits terbaru dari noah jika engkau aktifkan iring nya di hp kamu ketik mg noah kirim ke info berkah iring rp dr yuni shara akhirnya aktifkan iring nya tkn lalu okcall raih thr puluhanjt berhenti unreg ke 
9,ambil bonus harianmu di bebas pulsa dptkan gratis nelpon atau internetan dan promo lainnya sesuai hobimu
10,anda akan berhenti berlangganan paket flash ketik flash<spasi>ya jika setuju tunggu sms konfirmasi penonaktifan paket anda
11,anda akan berlangganan paket rp utk mb gg mb ghari jika setuju balas flash<spasi>ya kirim ke utk melanjutkan paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi anda tunggu sms konfirmasi sblm pemakaian info zona dan detail tarif lihat di tselmeinternet
12,anda akan membeli paket gampang internetan rp utk chatting sepuasnya bbm whatsapp dan line harijika setuju balas flash<spasi>ya kirim ke utk melanjutkantunggu sms konfirmasi sblm pemakaianinfo detail tariff lihat di tselmeinternet 
13,anda akan menerima setting ponsel agar ponsel anda dapat mengakses internet dan berkirim fotomms jika anda setuju balas pesan ini gratis dengan ketik y
14,anda akan mengaktifkan paket bbm gratis berlaku hari dari pertama kali aktivasi ketik flash spasi ya untuk melanjutkan
15,anda mendapatkan kupon dalam program kartu as biber beli internet berhadiah cek total kupon maksimal x jam dari skrg di info lengkap hub
16,anda sedang menikmati paket reguler dgn sisa kuota kbdapatkan beragam paket internet hemat tri di 
17,anda tidak terdaftar dalam layanan paket malam hari untuk berlangganan lakukan isi ulang dengan voucher kenyang download
18,anda tlh menukarkan poin poin tukarkan terus poinnya siapa tahu anda pemenang hadih lg g gb pemenang adalah yang menukarkan poin tertinggi sd november 
19,angpaopoinsenyum dptkan vchr lottemart rb dg tukar poin normal poin sd feb ketik terbatas info 
20,awal bulan saat nya anda eksis lebih lama internetan pake volume ultima mbhr hrga mulai rp rb di tarif lokasi cek di tselmefl
